,Entry,Protein,Protein name,Gene names,Gene names (primary),yourlist
11434,Q9Y3T6,R3HC1,R3H and coiled-coil domain-containing protein 1,R3HCC1,R3HCC1,Q9Y3T6
11435,Q9Y3T9,NOC2L,Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (NOC2-like protein) (Novel INHAT repressor),NOC2L NIR,NOC2L,Q9Y3T9
11436,Q9Y3U8,RL36,60S ribosomal protein L36 (Large ribosomal subunit protein eL36),RPL36,RPL36,Q9Y3U8
11437,Q9Y3X0,CCDC9,Coiled-coil domain-containing protein 9,CCDC9,CCDC9,Q9Y3X0
11438,Q9Y3Y2,CHTOP,Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG),CHTOP C1orf77 FOP HT031 PP7704,CHTOP,Q9Y3Y2
11439,Q9Y3Z3,SAMH1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Dendritic cell-derived IFNG-induced protein) (DCIP) (Monocyte protein 5) (MOP-5) (SAM domain and HD domain-containing protein 1) (hSAMHD1),SAMHD1 MOP5,SAMHD1,Q9Y3Z3
11440,Q9Y426,C2CD2,C2 domain-containing protein 2 (Transmembrane protein 24-like),C2CD2 C21orf25 C21orf258 TMEM24L,C2CD2,Q9Y426
11441,Q9Y450,HBS1L,HBS1-like protein (ERFS),HBS1L HBS1 KIAA1038,HBS1L,Q9Y450
11442,Q9Y463,DYR1B,Dual specificity tyrosine-phosphorylation-regulated kinase 1B (EC 2.7.12.1) (Minibrain-related kinase) (Mirk protein kinase),DYRK1B MIRK,DYRK1B,Q9Y463
11443,Q9Y467,SALL2,Sal-like protein 2 (Zinc finger protein 795) (Zinc finger protein SALL2) (Zinc finger protein Spalt-2) (Sal-2) (hSal2),SALL2 KIAA0360 SAL2 ZNF795,SALL2,Q9Y467
11444,Q9Y473,ZN175,Zinc finger protein 175 (Zinc finger protein OTK18),ZNF175,ZNF175,Q9Y473
11445,Q9Y478,AAKB1,5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb),PRKAB1 AMPK,PRKAB1,Q9Y478
11446,Q9Y484,WIPI4,WD repeat domain phosphoinositide-interacting protein 4 (WIPI-4) (WD repeat-containing protein 45),WDR45 WDRX1 WDRXI4 WIPI4 JM5,WDR45,Q9Y484
11447,Q9Y485,DMXL1,DmX-like protein 1 (X-like 1 protein),DMXL1 XL1,DMXL1,Q9Y485
11448,Q9Y487,VPP2,V-type proton ATPase 116 kDa subunit a 2 (V-ATPase 116 kDa subunit a 2) (Lysosomal H(+)-transporting ATPase V0 subunit a 2) (TJ6) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 2),ATP6V0A2,ATP6V0A2,Q9Y487
11449,Q9Y490,TLN1,Talin-1,TLN1 KIAA1027 TLN,TLN1,Q9Y490
11450,Q9Y496,KIF3A,Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A),KIF3A KIF3,KIF3A,Q9Y496
11451,Q9Y4A5,TRRAP,Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog),TRRAP PAF400,TRRAP,Q9Y4A5
11452,Q9Y4B5,MTCL1,Microtubule cross-linking factor 1 (Coiled-coil domain-containing protein 165) (PAR-1-interacting protein) (SOGA family member 2),MTCL1 CCDC165 KIAA0802 SOGA2,MTCL1,Q9Y4B5
11453,Q9Y4B6,DCAF1,DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein),DCAF1 KIAA0800 RIP VPRBP,DCAF1,Q9Y4B6
11454,Q9Y4C0,NRX3A,Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha),NRXN3 C14orf60 KIAA0743,NRXN3,Q9Y4C0
11455,Q9Y4C2,TCAF1,TRPM8 channel-associated factor 1 (TRP channel-associated factor 1),TCAF1 FAM115A KIAA0738,TCAF1,Q9Y4C2
11456,Q9Y4C4,MFHA1,Malignant fibrous histiocytoma-amplified sequence 1 (Malignant fibrous histiocytoma-amplified sequence with leucine-rich tandem repeats 1),MFHAS1 MASL1,MFHAS1,Q9Y4C4
11457,Q9Y4C8,RBM19,Probable RNA-binding protein 19 (RNA-binding motif protein 19),RBM19 KIAA0682,RBM19,Q9Y4C8
11458,Q9Y4D1,DAAM1,Disheveled-associated activator of morphogenesis 1,DAAM1 KIAA0666,DAAM1,Q9Y4D1
11459,Q9Y4D2,DGLA,Diacylglycerol lipase-alpha (DAGL-alpha) (DGL-alpha) (EC 3.1.1.116) (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha),DAGLA C11orf11 KIAA0659 NSDDR,DAGLA,Q9Y4D2
11460,Q9Y4D7,PLXD1,Plexin-D1,PLXND1 KIAA0620,PLXND1,Q9Y4D7
11461,Q9Y4D8,HECD4,Probable E3 ubiquitin-protein ligase HECTD4 (EC 2.3.2.26) (HECT domain-containing protein 4) (HECT-type E3 ubiquitin transferase HECTD4),HECTD4 C12orf51 KIAA0614,HECTD4,Q9Y4D8
11462,Q9Y4E1,WAC2C,WASH complex subunit 2C (Vaccinia virus penetration factor) (VPEF),WASHC2C FAM21C KIAA0592 VPEF,WASHC2C,Q9Y4E1
11463,Q9Y4E6,WDR7,WD repeat-containing protein 7 (Rabconnectin-3 beta) (TGF-beta resistance-associated protein TRAG),WDR7 KIAA0541 TRAG,WDR7,Q9Y4E6
11464,Q9Y4E8,UBP15,Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15) (Unph-2) (Unph4),USP15 KIAA0529,USP15,Q9Y4E8
11465,Q9Y4F1,FARP1,"FERM, ARHGEF and pleckstrin domain-containing protein 1 (Chondrocyte-derived ezrin-like protein) (FERM, RhoGEF and pleckstrin domain-containing protein 1) (Pleckstrin homology domain-containing family C member 2) (PH domain-containing family C member 2)",FARP1 CDEP PLEKHC2,FARP1,Q9Y4F1
11466,Q9Y4F4,TGRM1,TOG array regulator of axonemal microtubules protein 1 (Crescerin-1) (Protein FAM179B),TOGARAM1 FAM179B KIAA0423,TOGARAM1,Q9Y4F4
11467,Q9Y4F5,C170B,Centrosomal protein of 170 kDa protein B (Centrosomal protein 170B) (Cep170B),CEP170B FAM68C KIAA0284,CEP170B,Q9Y4F5
11468,Q9Y4F9,RIPR2,Rho family-interacting cell polarization regulator 2,RIPOR2 C6orf32 DIFF48 FAM65B KIAA0386 PL48,RIPOR2,Q9Y4F9
11469,Q9Y4G6,TLN2,Talin-2,TLN2 KIAA0320,TLN2,Q9Y4G6
11470,Q9Y4G8,RPGF2,Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1),RAPGEF2 KIAA0313 NRAPGEP PDZGEF1,RAPGEF2,Q9Y4G8
11471,Q9Y4H2,IRS2,Insulin receptor substrate 2 (IRS-2),IRS2,IRS2,Q9Y4H2
11472,Q9Y4I1,MYO5A,"Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)",MYO5A MYH12,MYO5A,Q9Y4I1
11473,Q9Y4J8,DTNA,Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin) (Dystrophin-related protein 3),DTNA DRP3,DTNA,Q9Y4J8
11474,Q9Y4K1,CRBG1,Beta/gamma crystallin domain-containing protein 1 (Absent in melanoma 1 protein),CRYBG1 AIM1,CRYBG1,Q9Y4K1
11475,Q9Y4K3,TRAF6,TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (Interleukin-1 signal transducer) (RING finger protein 85) (RING-type E3 ubiquitin transferase TRAF6),TRAF6 RNF85,TRAF6,Q9Y4K3
11476,Q9Y4L1,HYOU1,Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170),HYOU1 GRP170 ORP150,HYOU1,Q9Y4L1
11477,Q9Y4P1,ATG4B,Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 1) (Autophagin-1) (Autophagy-related protein 4 homolog B) (HsAPG4B) (hAPG4B),ATG4B APG4B AUTL1 KIAA0943,ATG4B,Q9Y4P1
11478,Q9Y4P3,TBL2,Transducin beta-like protein 2 (WS beta-transducin repeats protein) (WS-betaTRP) (Williams-Beuren syndrome chromosomal region 13 protein),TBL2 WBSCR13 UNQ563/PRO1125,TBL2,Q9Y4P3
11479,Q9Y4P8,WIPI2,WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2) (WIPI49-like protein 2),WIPI2 CGI-50,WIPI2,Q9Y4P8
11480,Q9Y4R8,TELO2,Telomere length regulation protein TEL2 homolog (Protein clk-2 homolog) (hCLK2),TELO2 KIAA0683,TELO2,Q9Y4R8
11481,Q9Y4W2,LAS1L,Ribosomal biogenesis protein LAS1L (Protein LAS1 homolog),LAS1L MSTP060,LAS1L,Q9Y4W2
11482,Q9Y4W6,AFG32,AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein),AFG3L2,AFG3L2,Q9Y4W6
11483,Q9Y4X5,ARI1,E3 ubiquitin-protein ligase ARIH1 (EC 2.3.2.31) (H7-AP2) (HHARI) (Monocyte protein 6) (MOP-6) (Protein ariadne-1 homolog) (ARI-1) (UbcH7-binding protein) (UbcM4-interacting protein) (Ubiquitin-conjugating enzyme E2-binding protein 1),ARIH1 ARI MOP6 UBCH7BP HUSSY-27,ARIH1,Q9Y4X5
11484,Q9Y4Z0,LSM4,U6 snRNA-associated Sm-like protein LSm4 (Glycine-rich protein) (GRP),LSM4,LSM4,Q9Y4Z0
11485,Q9Y508,RN114,E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 228) (Zinc finger protein 313),RNF114 ZNF228 ZNF313,RNF114,Q9Y508
11486,Q9Y512,SAM50,Sorting and assembly machinery component 50 homolog (Transformation-related gene 3 protein) (TRG-3),SAMM50 SAM50 CGI-51 TRG3,SAMM50,Q9Y512
11487,Q9Y519,T184B,Transmembrane protein 184B (Putative MAPK-activating protein FM08),TMEM184B C22orf5 PSEC0108,TMEM184B,Q9Y519
11488,Q9Y520,PRC2C,Protein PRRC2C (BAT2 domain-containing protein 1) (HBV X-transactivated gene 2 protein) (HBV XAg-transactivated protein 2) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C),PRRC2C BAT2D1 BAT2L2 KIAA1096 XTP2,PRRC2C,Q9Y520
11489,Q9Y530,OARD1,ADP-ribose glycohydrolase OARD1 (O-acetyl-ADP-ribose deacetylase 1) (EC 3.5.1.-) (Terminal ADP-ribose protein glycohydrolase 1) ([Protein ADP-ribosylglutamate] hydrolase OARD1) (EC 3.2.2.-),OARD1 C6orf130 TARG1,OARD1,Q9Y530
11490,Q9Y534,CSDC2,Cold shock domain-containing protein C2 (RNA-binding protein PIPPin),CSDC2 PIPPIN,CSDC2,Q9Y534
11491,Q9Y547,IFT25,Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Placental protein 25) (PP25),HSPB11 C1orf41 IFT25 HSPC034,HSPB11,Q9Y547
11492,Q9Y566,SHAN1,SH3 and multiple ankyrin repeat domains protein 1 (Shank1) (Somatostatin receptor-interacting protein) (SSTR-interacting protein) (SSTRIP),SHANK1,SHANK1,Q9Y566
11493,Q9Y570,PPME1,Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89),PPME1 PME1 PP2593 PRO0750,PPME1,Q9Y570
11494,Q9Y576,ASB1,Ankyrin repeat and SOCS box protein 1 (ASB-1),ASB1 KIAA1146,ASB1,Q9Y576
11495,Q9Y584,TIM22,Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed protein 4),TIMM22 TEX4 TIM22,TIMM22,Q9Y584
11496,Q9Y587,AP4S1,AP-4 complex subunit sigma-1 (AP-4 adaptor complex subunit sigma-1) (Adaptor-related protein complex 4 subunit sigma-1) (Sigma-1 subunit of AP-4) (Sigma-4-adaptin) (Sigma4-adaptin),AP4S1,AP4S1,Q9Y587
11497,Q9Y597,KCTD3,BTB/POZ domain-containing protein KCTD3 (Renal carcinoma antigen NY-REN-45),KCTD3,KCTD3,Q9Y597
11498,Q9Y5A7,NUB1,NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Renal carcinoma antigen NY-REN-18),NUB1 NYREN18,NUB1,Q9Y5A7
11499,Q9Y5A9,YTHD2,YTH domain-containing family protein 2 (DF2) (CLL-associated antigen KW-14) (High-glucose-regulated protein 8) (Renal carcinoma antigen NY-REN-2),YTHDF2 HGRG8,YTHDF2,Q9Y5A9
11500,Q9Y5B0,CTDP1,RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (TFIIF-associating CTD phosphatase),CTDP1 FCP1,CTDP1,Q9Y5B0
11501,Q9Y5B6,PAXB1,PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1),PAXBP1 C21orf66 GCFC GCFC1,PAXBP1,Q9Y5B6
11502,Q9Y5B8,NDK7,Nucleoside diphosphate kinase 7 (NDK 7) (NDP kinase 7) (EC 2.7.4.6) (nm23-H7),NME7,NME7,Q9Y5B8
11503,Q9Y5B9,SP16H,FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16),SUPT16H FACT140 FACTP140,SUPT16H,Q9Y5B9
11504,Q9Y5E7,PCDB2,Protocadherin beta-2 (PCDH-beta-2),PCDHB2,PCDHB2,Q9Y5E7
11505,Q9Y5E9,PCDBE,Protocadherin beta-14 (PCDH-beta-14),PCDHB14,PCDHB14,Q9Y5E9
11506,Q9Y5F6,PCDGM,Protocadherin gamma-C5 (PCDH-gamma-C5),PCDHGC5,PCDHGC5,Q9Y5F6
11507,Q9Y5F8,PCDGJ,Protocadherin gamma-B7 (PCDH-gamma-B7),PCDHGB7,PCDHGB7,Q9Y5F8
11508,Q9Y5F9,PCDGI,Protocadherin gamma-B6 (PCDH-gamma-B6),PCDHGB6,PCDHGB6,Q9Y5F9
11509,Q9Y5G0,PCDGH,Protocadherin gamma-B5 (PCDH-gamma-B5),PCDHGB5,PCDHGB5,Q9Y5G0
11510,Q9Y5G2,PCDGE,Protocadherin gamma-B2 (PCDH-gamma-B2),PCDHGB2,PCDHGB2,Q9Y5G2
11511,Q9Y5G3,PCDGD,Protocadherin gamma-B1 (PCDH-gamma-B1),PCDHGB1,PCDHGB1,Q9Y5G3
11512,Q9Y5G8,PCDG5,Protocadherin gamma-A5 (PCDH-gamma-A5),PCDHGA5,PCDHGA5,Q9Y5G8
11513,Q9Y5H0,PCDG3,Protocadherin gamma-A3 (PCDH-gamma-A3),PCDHGA3,PCDHGA3,Q9Y5H0
11514,Q9Y5H2,PCDGB,Protocadherin gamma-A11 (PCDH-gamma-A11),PCDHGA11,PCDHGA11,Q9Y5H2
11515,Q9Y5H4,PCDG1,Protocadherin gamma-A1 (PCDH-gamma-A1),PCDHGA1,PCDHGA1,Q9Y5H4
11516,Q9Y5I4,PCDC2,Protocadherin alpha-C2 (PCDH-alpha-C2),PCDHAC2,PCDHAC2,Q9Y5I4
11517,Q9Y5J1,UTP18,U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50),UTP18 WDR50 CDABP0061 CGI-48,UTP18,Q9Y5J1
11518,Q9Y5J5,PHLA3,Pleckstrin homology-like domain family A member 3 (TDAG51/Ipl homolog 1),PHLDA3 TIH1,PHLDA3,Q9Y5J5
11519,Q9Y5J6,T10B,Mitochondrial import inner membrane translocase subunit Tim10 B (Fracture callus protein 1) (FxC1) (Mitochondrial import inner membrane translocase subunit Tim9 B) (TIMM10B) (Tim10b),TIMM10B FXC1 TIM9B TIMM9B,TIMM10B,Q9Y5J6
11520,Q9Y5J7,TIM9,Mitochondrial import inner membrane translocase subunit Tim9,TIMM9 TIM9 TIM9A TIMM9A,TIMM9,Q9Y5J7
11521,Q9Y5K3,PCY1B,Choline-phosphate cytidylyltransferase B (EC 2.7.7.15) (CCT-beta) (CTP:phosphocholine cytidylyltransferase B) (CCT B) (CT B) (Phosphorylcholine transferase B),PCYT1B CCTB,PCYT1B,Q9Y5K3
11522,Q9Y5K5,UCHL5,Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5),UCHL5 UCH37 AD-019 CGI-70,UCHL5,Q9Y5K5
11523,Q9Y5K6,CD2AP,CD2-associated protein (Adapter protein CMS) (Cas ligand with multiple SH3 domains),CD2AP,CD2AP,Q9Y5K6
11524,Q9Y5K8,VATD,V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D),ATP6V1D ATP6M VATD,ATP6V1D,Q9Y5K8
11525,Q9Y5L0,TNPO3,Transportin-3 (Importin-12) (Imp12) (Transportin-SR) (TRN-SR),TNPO3 IPO12,TNPO3,Q9Y5L0
11526,Q9Y5L3,ENTP2,Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2),ENTPD2 CD39L1,ENTPD2,Q9Y5L3
11527,Q9Y5L4,TIM13,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13 TIM13B TIMM13A TIMM13B,TIMM13,Q9Y5L4
11528,Q9Y5M8,SRPRB,Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1),SRPRB PSEC0230,SRPRB,Q9Y5M8
11529,Q9Y5N5,N6MT1,Methyltransferase N6AMT1 (HemK methyltransferase family member 2) (M.HsaHemK2P) (Lysine N-methyltransferase 9) (EC 2.1.1.-) (Methylarsonite methyltransferase N6AMT1) (EC 2.1.1.-) (Protein N(5)-glutamine methyltransferase) (EC 2.1.1.-),N6AMT1 C21orf127 HEMK2 KMT9 PRED28,N6AMT1,"B2RA97,Q9Y5N5"
11530,Q9Y5P4,CERT,Ceramide transfer protein (hCERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11),CERT1 CERT COL4A3BP STARD11,CERT1,Q9Y5P4
11531,Q9Y5P6,GMPPB,Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta),GMPPB,GMPPB,Q9Y5P6
11532,Q9Y5Q0,FADS3,Fatty acid desaturase 3 (EC 1.14.19.-) (Delta(13) fatty acid desaturase) (Delta(13) desaturase),FADS3 CYB5RP,FADS3,Q9Y5Q0
11533,Q9Y5Q8,TF3C5,General transcription factor 3C polypeptide 5 (TF3C-epsilon) (Transcription factor IIIC 63 kDa subunit) (TFIIIC 63 kDa subunit) (TFIIIC63) (Transcription factor IIIC subunit epsilon),GTF3C5 CDABP0017,GTF3C5,Q9Y5Q8
11534,Q9Y5Q9,TF3C3,General transcription factor 3C polypeptide 3 (Transcription factor IIIC 102 kDa subunit) (TFIIIC 102 kDa subunit) (TFIIIC102) (Transcription factor IIIC subunit gamma) (TF3C-gamma),GTF3C3,GTF3C3,Q9Y5Q9
11535,Q9Y5R8,TPPC1,Trafficking protein particle complex subunit 1 (BET5 homolog) (Multiple myeloma protein 2) (MUM-2),TRAPPC1 BET5 MUM2,TRAPPC1,Q9Y5R8
11536,Q9Y5S1,TRPV2,Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1),TRPV2 VRL,TRPV2,Q9Y5S1
11537,Q9Y5S2,MRCKB,Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1) (CDC42-binding protein kinase beta) (CDC42BP-beta) (DMPK-like beta) (Myotonic dystrophy kinase-related CDC42-binding kinase beta) (MRCK beta) (Myotonic dystrophy protein kinase-like beta),CDC42BPB KIAA1124,CDC42BPB,Q9Y5S2
11538,Q9Y5S9,RBM8A,RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A),RBM8A RBM8 HSPC114 MDS014,RBM8A,Q9Y5S9
11539,Q9Y5T5,UBP16,Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-processing protease UBP-M) (Ubiquitin-specific-processing protease 16),USP16 MSTP039,USP16,Q9Y5T5
11540,Q9Y5U2,TSSC4,Protein TSSC4 (Tumor-suppressing STF cDNA 4 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 4 protein),TSSC4,TSSC4,Q9Y5U2
11541,Q9Y5U8,MPC1,Mitochondrial pyruvate carrier 1 (Brain protein 44-like protein),MPC1 BRP44L CGI-129 HSPC040 PNAS-115,MPC1,Q9Y5U8
11542,Q9Y5U9,IR3IP,Immediate early response 3-interacting protein 1,IER3IP1 HSPC039,IER3IP1,Q9Y5U9
11543,Q9Y5V0,ZN706,Zinc finger protein 706,ZNF706 HSPC038 PNAS-113,ZNF706,Q9Y5V0
11544,Q9Y5V3,MAGD1,Melanoma-associated antigen D1 (MAGE tumor antigen CCF) (MAGE-D1 antigen) (Neurotrophin receptor-interacting MAGE homolog),MAGED1 NRAGE PP2250 PRO2292,MAGED1,Q9Y5V3
11545,Q9Y5W7,SNX14,Sorting nexin-14,SNX14,SNX14,Q9Y5W7
11546,Q9Y5W8,SNX13,Sorting nexin-13 (RGS domain- and PHOX domain-containing protein) (RGS-PX1),SNX13 KIAA0713,SNX13,Q9Y5W8
11547,Q9Y5W9,SNX11,Sorting nexin-11,SNX11,SNX11,Q9Y5W9
11548,Q9Y5X0,SNX10,Sorting nexin-10,SNX10,SNX10,Q9Y5X0
11549,Q9Y5X1,SNX9,Sorting nexin-9 (SH3 and PX domain-containing protein 1) (Protein SDP1) (SH3 and PX domain-containing protein 3A),SNX9 SH3PX1 SH3PXD3A,SNX9,Q9Y5X1
11550,Q9Y5X2,SNX8,Sorting nexin-8,SNX8,SNX8,Q9Y5X2
11551,Q9Y5X3,SNX5,Sorting nexin-5,SNX5,SNX5,Q9Y5X3
11552,Q9Y5Y2,NUBP2,Cytosolic Fe-S cluster assembly factor NUBP2 (Nucleotide-binding protein 2) (NBP 2),NUBP2,NUBP2,Q9Y5Y2
11553,Q9Y5Y5,PEX16,Peroxisomal membrane protein PEX16 (Peroxin-16) (Peroxisomal biogenesis factor 16),PEX16,PEX16,Q9Y5Y5
11554,Q9Y5Y7,LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE-1) (Cell surface retention sequence-binding protein 1) (CRSBP-1) (Extracellular link domain-containing protein 1) (Hyaluronic acid receptor),LYVE1 CRSBP1 HAR XLKD1 UNQ230/PRO263,LYVE1,Q9Y5Y7
11555,Q9Y5Y9,SCNAA,Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8),SCN10A,SCN10A,Q9Y5Y9
11556,Q9Y5Z4,HEBP2,Heme-binding protein 2 (Placental protein 23) (PP23) (Protein SOUL),HEBP2 C6orf34 SOUL,HEBP2,Q9Y5Z4
11557,Q9Y5Z7,HCFC2,Host cell factor 2 (HCF-2) (C2 factor),HCFC2,HCFC2,Q9Y5Z7
11558,Q9Y605,MOFA1,MORF4 family-associated protein 1 (Protein PGR1) (Protein associated with MRG of 14 kDa),MRFAP1 PAM14 PGR1,MRFAP1,Q9Y605
11559,Q9Y606,TRUA,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),PUS1 PP8985,PUS1,Q9Y606
11560,Q9Y608,LRRF2,Leucine-rich repeat flightless-interacting protein 2 (LRR FLII-interacting protein 2),LRRFIP2,LRRFIP2,Q9Y608
11561,Q9Y617,SERC,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),PSAT1 PSA,PSAT1,Q9Y617
11562,Q9Y619,ORNT1,Mitochondrial ornithine transporter 1 (Solute carrier family 25 member 15),SLC25A15 ORC1 ORNT1 SP1855,SLC25A15,Q9Y619
11563,Q9Y623,MYH4,"Myosin-4 (Myosin heavy chain 2b) (MyHC-2b) (Myosin heavy chain 4) (Myosin heavy chain IIb) (MyHC-IIb) (Myosin heavy chain, skeletal muscle, fetal)",MYH4,MYH4,Q9Y623
11564,Q9Y624,JAM1,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (Platelet F11 receptor) (Platelet adhesion molecule 1) (PAM-1) (CD antigen CD321),F11R JAM1 JCAM UNQ264/PRO301,F11R,Q9Y624
11565,Q9Y625,GPC6,Glypican-6 [Cleaved into: Secreted glypican-6],GPC6 UNQ369/PRO705,GPC6,Q9Y625
11566,Q9Y639,NPTN,Neuroplastin (Stromal cell-derived receptor 1) (SDR-1),NPTN SDFR1 SDR1,NPTN,Q9Y639
11567,Q9Y646,CBPQ,Carboxypeptidase Q (EC 3.4.17.-) (Lysosomal dipeptidase) (Plasma glutamate carboxypeptidase),CPQ LCH1 PGCP,CPQ,Q9Y646
11568,Q9Y653,AGRG1,Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Protein TM7XN1) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1 CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)],ADGRG1 GPR56 TM7LN4 TM7XN1 UNQ540/PRO1083,ADGRG1,Q9Y653
11569,Q9Y657,SPIN1,Spindlin-1 (Ovarian cancer-related protein) (Spindlin1),SPIN1 OCR SPIN,SPIN1,Q9Y657
11570,Q9Y664,KPTN,KICSTOR complex protein kaptin (Actin-associated protein 2E4),KPTN,KPTN,Q9Y664
11571,Q9Y666,S12A7,Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4),SLC12A7 KCC4,SLC12A7,Q9Y666
11572,Q9Y673,ALG5,Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog),ALG5 HSPC149,ALG5,Q9Y673
11573,Q9Y676,RT18B,"28S ribosomal protein S18b, mitochondrial (MRP-S18-b) (Mrps18-b) (S18mt-b) (28S ribosomal protein S18-2, mitochondrial) (MRP-S18-2) (Mitochondrial small ribosomal subunit protein bS18b) (Mitochondrial small ribosomal subunit protein mS40)",MRPS18B C6orf14 HSPC183 PTD017,MRPS18B,Q9Y676
11574,Q9Y678,COPG1,Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP),COPG1 COPG,COPG1,Q9Y678
